,5 FLUOROURACIL 84 ugmL,A baumannii 5075,ACTINOMYCIN D 4 ugmL,ACTINOMYCIN D 6 ugmL,ADRIAMYCIN 6 ugmL,AZITHROMYCIN 0.4 ugmL,BENZAKONIUM CHLORIDE 20 ugmL,BENZAKONIUM CHLORIDE 40 ugmL,BLEOMYCIN 1.5 ugmL,BLEOMYCIN 3 ugmL,BLOOD AGAR 1,CAMP 0.2 uM,CCCP 0.05 ugmL,CCCP 0.075 ugmL,CEFSULODIN 3 ugmL,CEFSULODIN 6 ugmL,CHLORHEXIDINE 4 ugmL,CHLORHEXIDINE 7 ugmL,CIPROFLOXACIN 0.00025 ugmL,COPPER SULPHATE 20 ugmL,COPPER SULPHATE 50 ugmL,CYCLIC DI GMP 1 uM,DIBUCAINE 0.25 ugmL,DIMETHYL FUMARATE 0.6 ugmL,DMSO 2.5 ugmL,DMSO 5 ugmL,EDTA 1 mM,EGCG 120 ugmL,EGCG 75 ugmL,EGLA WATER DISINFECTANT 1.5 ugmL,EGLA WATER DISINFECTANT 2.5 ugmL,FOSFOMYCIN 25 ugmL,FOSFOMYCIN 45 ugmL,GENTAMYCIN 5 ugmL,GLYCOLIC ACID 0.25 ugmL,GLYCOLIC ACID 0.75,HYDROGEN PEROXIDE 1.8 mM,IMIDAZOLE 12 ugmL,IMIDAZOLE 24 ugmL,ISOPROPANOL 5 ugmL,K pneumoniae MKP 103,LOPERAMIDE 60 ugmL,LOPERAMIDE 80 ugmL,LYSOZYME 120 ugmL,M9 A KETOGLUTARATE 1,M9 GLYCEROL 1,M9 PROLINE 1,M9 PYRUVATE 1,MAGNESIUM CHLORIDE 10 mgmL,MAGNESIUM CHLORIDE 5 mgmL,METFORMIN 10 ugmL,METFORMIN 8 ugmL,METHOTREXATE 60 ugmL,MMS 1,MMS 1.5,N HEXANOYL L HOMOSERINE LACTONE 200 ugmL,NIGERICIN 200 ugmL,NO SALT LB with SUCROSE 0 mM,P aeruginosa 1,PROCAINE 1 ugmL,PROCAINE 1.5 ugmL,RIFAMPICIN 0.2 ugmL,SALT 0 mM,SDS 0.25,SODIUM BUTYRATE 50 ugmL,SODIUM BUTYRATE 70 ugmL,SODIUM CHOLATE 100 ugmL,SODIUM DEOXYCHOLATE 105 ugmL,SODIUM DEOXYCHOLATE 90 ugmL,SODIUM HYPOCHLORITE 0.75,SODIUM TAUROCHOLATE 40 ugmL,SODIUM TAUROCHOLATE 60 ugmL,SPECTINOMYCIN 12 ugmL,SPECTINOMYCIN 9 ugmL,STREPTOMYCIN 3 ugmL,STREPTOMYCIN 8 ugmL,TEMPERATURE 18,TEMPERATURE 25,TEMPERATURE 30,TRICLOSAN 70 ugmL,TRICLOSAN 90 ugmL,UREA 800 ugmL,UV 0.07 Joules,UV 0.1 Joules,UV 0.2 Joules,UV 0.5 Joules,V cholerae C 7606,VANILLIN AZITHROMYCIN 1,VANILLIN CIPROFLOXACIN 1,ZINC SULPHATE 150 ugmL,pH 6
"VC1557 transcriptional regulator, LacI family  Regulatory functions",-0.286046584,-0.020496615,1.667204767,0.488292533,1.11519766,0.896128146,-0.930157381,-1.025042177,0.078466409,0.315520597,-0.414433997,0.006284388,-0.366504485,-1.874458401,0.528523748,-0.402668636,0.570987152,0.429388018,-0.823551729,1.072497524,0.848910561,0.833186633,0.513536926,1.611942697,1.503489401,1.074355651,0.333623769,-0.266965795,-1.241236932,0.783727608,2.212499386,-0.031791153,-0.673744007,0.185608003,1.294799183,0.221702857,-1.22301842,0.500563751,0.881635962,0.913339185,0.436410559,-0.594448861,-1.717823315,-0.741190807,-0.190577439,-0.854593114,1.910038387,0.050374561,-2.228827303,-0.782735726,-1.58285609,-0.264273802,0.222185644,2.625027571,1.312338044,0.40600336,0.250734848,-0.193031077,-0.727710377,0.081185036,0.440440615,0.097288891,-0.35485261,-0.647703572,0.986820294,-0.491374493,-0.653721345,0.256876988,0.820172311,-0.266435663,0.327545971,0.065502564,0.218593624,0.28039348,1.633094662,-0.465042124,-0.766365799,-1.222715113,-1.855744539,1.290457,-0.406712182,0.074069313,-2.230355579,-0.053169077,0.232796849,0.104798202,-0.71749231,-0.726160385,0.829144293,0.62843612,0.037708224
VC1558 6-phospho-beta-glucosidase bglA Energy metabolism,-1.115557697,0.805714394,0.365272515,0.222036125,-1.394344534,0.182306759,-0.852667476,-2.089029878,0.603659199,0.250239039,-0.165218996,-0.313665084,0.562837635,-0.714106516,0.214366572,-0.834894776,1.012619955,-0.758383425,-1.288523227,0.324301291,0.597828593,1.134836318,1.114233399,0.688934864,0.358585524,1.174581045,0.035853442,0.031422797,0.289240084,-0.625981162,1.019292945,-0.978849373,-0.152776042,-0.987319669,0.868085122,-0.367537661,-0.398279341,-0.304739974,1.007634581,1.222510392,0.143762931,-0.01376529,-0.609064368,0.706712225,0.922729756,-0.616456727,-0.071814219,-0.526241516,-2.220894789,0.034978887,-0.185127041,0.247750895,1.023562468,1.911126072,0.479573429,1.063709332,0.115772899,-0.147424754,0.570996708,0.235663738,1.052641616,0.23717197,1.718450691,-0.522680763,-0.345369816,-1.85356523,-1.362646762,-1.171693153,0.0077608,0.520629117,1.060762341,0.769269794,-2.097661901,-1.052912198,1.134042355,1.633808867,-1.333870242,-0.586282382,-1.907544429,0.326620632,0.653605749,-1.142876116,-1.572453108,-0.22829599,0.004629121,1.198871191,-0.408233337,-1.133181498,2.326883407,0.502304824,2.194637325
VC1559 hypothetical protein  ,1.079687282,-0.586224312,1.18765006,-0.343501858,0.245423528,1.312297856,-0.222521867,0.055614005,-1.436350703,-0.200815358,-0.680173954,0.871773367,0.187928202,-0.317381187,0.298780488,-0.159433984,0.866783974,0.346240762,0.372421735,-0.41701944,1.466084202,0.160352151,-1.1080938,0.868475745,0.310893642,0.895282757,1.094518431,0.48430152,0.243851036,0.783908892,1.647365497,0.078127521,-0.632965156,1.104397714,1.916576153,-0.909126059,-0.302203376,-0.888676337,1.202555961,-0.379909648,-0.134146607,-0.261987349,-0.827972672,0.018445488,-1.377943247,0.269744784,-0.998742079,-0.281271971,-1.110028208,0.544695891,0.451621161,-0.440862405,-0.82437966,0.190011119,1.332129187,-1.113119052,2.587827227,0.405351781,0.10414275,-2.338151622,-0.648174372,-1.438066398,1.243481523,0.194379327,-0.933830252,0.63358686,0.404298984,1.162350037,0.404291268,-0.611711418,-0.95711205,-0.741169585,1.148883602,1.038573409,0.463076762,-0.931261898,-0.141188745,-1.584717826,-1.776894396,2.095397347,1.378953335,1.608743219,-2.309329488,0.603747498,-1.293218839,-0.868749651,-0.088318145,0.160840901,1.304445554,0.553797687,-0.09254747
VC1560 catalase/peroxidase perA Cellular processes,-0.804756496,1.347530375,1.21983253,-0.737835435,0.26642527,-2.732421373,1.635824901,0.511042083,-0.919206222,-0.725612918,-0.587434514,-0.961363918,0.673841473,0.890437781,-1.922267011,-0.937800116,-1.563516011,-3.034068643,-3.191522909,-0.130570748,0.345034956,-0.158982354,-0.264684935,0.137546834,1.034578566,0.277133087,-0.190509202,-0.289223073,-0.955744277,-1.079078933,-0.613920165,-0.379790168,-0.642869838,-0.132530783,-0.266399898,2.058147731,-0.713864739,-0.794075149,0.562942776,1.05242262,1.289618497,1.507663726,-0.435388193,-2.33235884,-12.72081503,-3.38669159,-8.200579259,-10.50778835,-0.404429211,1.709806554,-1.407613389,0.573256677,1.051121326,1.649666868,-0.177516989,1.958890949,0.607489956,0.817285671,1.737742548,1.281781581,1.023708979,1.922863626,0.786870108,0.659364588,-1.353124358,-1.569347584,-2.10870136,-1.207901864,0.374604148,1.128432342,1.620706157,0.354756147,-0.586529002,-0.22039646,-0.30902571,-0.147639689,-0.15555498,1.333100595,0.541772377,0.704762828,-0.457267856,-0.937634244,1.545453608,0.500262822,1.037797467,1.532927839,-1.011905045,,0.675534253,-0.508535313,1.082647369
"VC1561 transcriptional regulator, LysR family  Regulatory functions",-0.59964948,-1.292237483,-0.117303876,2.18540025,0.353756475,-0.693985215,0.709341861,-0.966622115,0.090851742,1.066607462,-1.65907598,1.34521427,1.805170541,-0.337952353,-0.255265967,-0.568530001,1.508026988,-0.064460766,1.457228934,0.91394263,0.356781563,-0.057033399,-0.357466157,0.413717146,0.661393986,0.194902397,-0.192183025,-0.737103997,-1.153262502,-0.618232029,0.547171625,-0.043377057,-0.79871287,0.159485755,1.968152083,-0.181776128,-1.080570259,-1.022170797,1.140558343,-1.459090168,0.346151705,-0.563355291,0.333859369,0.932673157,-0.083067499,0.859817147,-0.362449119,0.311406631,0.952801484,0.544869164,-0.133963249,0.357165405,-0.084883319,-0.931880575,-1.444529922,-0.751535161,0.461334047,-0.728088817,1.240285954,-0.118428186,-1.783135042,-0.057485302,0.080115981,-1.900969715,-0.085817986,-0.659818062,0.888279162,-0.754351476,1.688544804,1.727186577,1.913164426,1.019723287,-0.841195675,1.423743999,-0.31323106,-0.754955947,0.246921051,1.552656909,-0.447821251,-0.771026038,-1.87783296,0.706887106,-0.064224575,1.372602777,0.391952236,1.616426721,-0.342649374,,-1.256668425,0.547135782,0.881284161
VC1562 beta-lactamase-related protein  Unknown function,-1.244587859,0.552246251,0.267078896,0.471000809,0.862094831,-0.545584897,-0.726758131,-0.39582778,1.938538036,1.050762533,1.314535161,-0.093964669,0.09359172,-0.766574189,1.150799186,-0.683989875,0.466083462,0.026941713,0.63286182,-0.306386831,-0.68848731,-0.741222077,-0.854779831,-0.510874724,-0.239292483,-1.220725967,-0.292771742,0.64945807,0.61172448,-0.843733991,-0.442262748,0.546127687,0.629747,-1.00824166,0.155360362,0.772777658,1.867339642,0.034001995,-0.640911395,-0.195016846,-1.453010332,0.100220822,-0.567184532,0.872125797,0.585050188,-0.595558548,-0.148846604,-0.412915909,-0.425037198,-1.248669023,0.506036609,0.944830254,-0.840089702,-0.288711496,-0.263957061,-0.806556614,-1.445654336,-0.354564583,-0.285306012,0.650455726,1.189587199,1.505168755,-0.441763446,0.376899654,0.423827338,0.810093214,0.929824076,0.34911215,0.71815852,-0.188485603,-1.028648129,-0.478703959,0.87649405,0.172576129,0.085873034,-0.072398108,2.779402501,1.355422916,1.210691368,-1.005479391,-0.729662271,-0.005138668,1.528847001,0.061656132,-2.71084515,0.512000858,-0.972422948,,-0.121062209,-0.760911216,-0.151367118
VC1563 conserved hypothetical protein  Hypothetical proteins,0.877205068,0.555951135,0.388071147,0.464940317,0.011091797,0.352646513,0.715036116,-1.09459828,-3.801406408,-2.981954655,1.901706997,2.676496844,1.323082712,-0.456639518,1.473141708,0.449620107,0.537417331,-0.18810157,0.43845821,0.33436726,-0.248595533,0.928631303,2.173560804,0.009766262,-1.256197872,-0.369772082,-0.547351274,0.556954008,1.12302608,1.223040283,-0.409975751,-2.360157437,-4.754810071,0.139857138,0.20248722,0.429020893,-3.506534712,1.700165422,-0.584999086,-0.129831179,0.836763144,-0.44916261,-0.976273978,-1.325773479,1.046539616,1.128826717,0.633371009,-0.023653456,-0.09090327,-0.268678402,-0.398046163,-0.694156795,1.171716846,0.373525065,-0.4660232,-0.059029279,0.577012328,-1.365975971,0.079185877,-1.823427856,-1.106355562,-0.502022005,-0.964374777,-2.880385971,-1.492281106,-2.163238841,0.430157086,-0.667888096,-0.354522245,-1.37896265,-0.225974793,2.121027443,-1.793990126,-0.70154876,-1.490403259,-0.813105892,2.136550459,1.44575649,1.941305443,0.027775108,-0.781841812,0.023420914,2.12042437,-0.057630796,2.244046604,1.647336811,0.234318944,0.136067866,-1.27933958,2.860529782,-0.245763033
VC1564 hypothetical protein  ,2.966752193,-2.63970761,0.821025197,-0.019663126,1.666671153,-1.090494996,0.317941671,-0.035426101,0.171101121,0.999573905,-1.321851615,-0.837517195,-0.619446514,-0.779426679,-0.907277976,0.302940289,-0.732373718,-0.24431165,0.191529279,0.737718411,-0.332022186,-0.506682175,-1.062692575,1.664786836,-0.22435447,0.347966375,-0.278997346,1.413023775,0.52681597,0.251488747,0.641428297,0.963935261,-0.670022521,0.949586729,-1.097240844,-0.169084965,0.294785866,0.483543609,-1.401502993,1.22088166,-1.818537175,0.602710154,0.546796286,-1.1961657,0.120283753,0.897015309,0.264557393,0.327083223,-0.09394399,-0.400298809,0.950340935,0.538696156,-0.709100867,0.18794349,-0.079250397,2.22429633,2.038229114,-0.126113525,0.75663349,-0.912953116,0.058966393,1.405092431,1.306793575,0.938102294,-0.793170091,-0.843752658,-0.396995982,-0.074136344,-1.333566812,1.478756937,0.166788536,0.081601873,-3.912087458,1.302102613,1.764207156,-1.020952983,-1.588985202,-1.558842567,-1.476288479,-0.29398537,0.781401526,-1.569893722,-1.822324877,-0.827731,-0.096410205,0.970011898,0.584717938,-0.463278395,0.174612292,3.287885772,1.173098347
"VC1565 outer membrane protein TolC, putative  Protein fate",1.093235253,-1.27871614,0.017692787,-1.395246606,1.592964832,-0.726970074,-0.053751968,0.541801707,-0.409099063,-0.047269589,-0.51456801,0.792124504,-0.076522121,-0.162476917,-1.049564909,0.800860535,0.577367713,-0.259756931,-1.035132867,1.063966812,-0.557534579,0.015237554,-0.601644368,0.92315979,-0.088063746,0.422342078,-0.866756408,0.657535329,0.088517503,1.472333131,-0.008227367,0.710238128,-1.084462654,-0.121641873,-1.456420785,-0.154826759,0.95732664,-1.371602477,-0.809713714,-0.828995178,-0.401295461,-0.679973515,-0.65530695,-0.333761193,-0.054603277,1.686465697,-0.834841364,-1.332509505,0.616736714,1.923083205,1.074574898,1.304965001,-0.945193601,-0.754835626,-1.711998023,-0.870495736,1.272378402,1.022907632,-0.320900253,0.868529064,0.084893657,-1.324482168,-0.904885405,1.092567381,-0.084389296,-0.428867468,0.841283228,1.347454537,0.328355453,0.549953833,1.002038522,-0.961967932,0.780508947,2.693892205,-0.674922078,-0.657547334,0.083590053,0.456415353,0.502463158,0.303257474,1.414017296,-0.051883795,0.58284797,0.517786847,0.73650459,-0.311836867,1.155772421,0.147733519,-0.598313253,0.345956969,-0.560508582
VC1566 conserved hypothetical protein  Hypothetical proteins,-0.631988179,2.228792497,-1.274912255,-0.517415803,0.047553586,0.937158435,-0.411953019,0.731598948,-0.579706543,-0.394433938,-0.91475301,0.556444927,1.611313989,1.58710801,0.51464901,-0.090639819,0.078812278,-0.812104497,-1.069307702,0.172750854,0.156860077,-0.129648017,0.192564587,-0.120649557,-0.450653665,-1.267693596,-1.867583025,-1.158249274,-1.029740364,-0.277954823,0.202858525,-0.720271537,-0.353394584,-1.180607051,0.767019701,0.670001505,-0.400013896,0.686342016,-0.366839796,0.461682879,2.594794461,0.090867057,-0.478870361,-0.551837033,-0.494933807,-0.16957283,2.235471545,0.059462779,1.00944216,0.41031256,-1.281096707,0.305942445,0.99957697,-0.292999543,-0.522285824,-0.864675683,-0.75289797,-0.007567128,-0.543660936,-0.608711037,1.004334845,0.438559357,0.897264544,-1.196641111,-0.555881182,0.002492188,-0.18935732,1.66316322,0.173964682,-1.125090069,-0.436589708,-1.304360543,2.760294097,0.788602789,-1.082372652,1.52692968,1.202801689,1.752603765,0.941755315,0.095897869,0.117718458,0.480389277,1.639002507,-0.172852919,1.941403344,0.089606391,0.51296075,-1.196286159,0.141542163,-1.056026146,-0.386102032
VC1567 conserved hypothetical protein  Hypothetical proteins,0.069386549,0.362037953,-0.778677267,-1.075738111,0.822463246,1.053002086,0.362645779,-0.741789914,1.41263189,1.137190949,-0.34735255,-1.543726819,2.15723623,1.481250474,-1.388187754,-0.580041917,-0.74570096,-1.122934008,-0.244138744,-0.916412697,0.073367295,-0.4497737,0.067458293,-1.048993777,-0.397660883,-1.0680381,0.394031573,-1.52083948,0.050506265,-0.84909626,-0.003059297,0.603483192,0.981683864,0.07768563,0.324919695,2.255250897,1.40325048,-0.44423795,-0.644324983,0.954142776,-0.453467097,0.47776427,-0.866633442,-0.514682009,-7.726225269,0.027732106,0.256379667,-0.061181646,-2.255764495,-0.05580767,-1.000455559,0.205280988,0.867113154,0.236917809,-0.573877831,-0.672845859,-1.118927989,0.265244668,-1.168874472,0.568699134,1.280912272,-0.304697822,-0.001901176,0.112059704,0.84411817,1.260469278,-0.046661231,0.280592539,1.175193422,0.545331601,-1.000726483,-0.879574476,-0.608188156,-1.029192566,-0.096409577,1.729286468,-0.093419062,0.791042166,0.770720903,-0.074514167,1.969072597,0.184335323,0.529077969,0.158773652,0.995529884,-0.15593414,-2.095906626,-0.71134576,-0.378022781,-0.338272389,0.932363923
"VC1568 ABC transporter, ATP-binding protein  Transport and binding proteins",-0.11376541,-1.061696262,0.238815801,-0.818062814,0.137767084,0.272386256,0.853728899,0.596958438,-0.2567206,0.869650303,-0.012667241,-0.996838033,-1.055050728,-0.155825396,0.122941019,0.803694654,0.753548887,1.012361461,-0.450469276,1.178547154,1.381701615,-0.229023392,0.685420515,-0.790749323,-0.4040419,-0.763315427,-1.270659502,2.17148285,0.738476288,0.82276475,0.699705358,0.878674287,0.155679384,0.401475384,-0.886364707,-0.350535252,-0.783045697,0.765297328,-0.369114833,-0.844404188,-0.577291039,0.471359255,-0.499751014,-1.592963934,-0.938671805,1.271223607,-1.155515635,0.581366979,0.105925317,0.860207629,1.617136845,-0.022933645,0.539605839,-0.018737443,-0.416936821,-0.805427708,0.948681121,-0.532863256,0.650774202,-0.255169027,-0.874142901,-1.154140327,-1.594855122,-0.87718102,-0.239801375,-0.216151195,0.520881722,2.161871873,0.715773517,-0.568439012,-0.021876752,0.152254669,1.227506223,-2.098690233,0.87386997,-0.210874334,-0.457650183,-0.827371655,-0.51088549,-0.2571478,0.928458052,0.8417394,-1.260831078,-0.175476168,0.137401314,-0.675601137,0.693701906,,0.580102289,0.160050013,-0.194153771
"VC1570 quinol oxidase, subunit II qxtB Energy metabolism",-0.169416863,0.325014534,0.416133317,-0.19713534,0.400032926,0.127074308,0.204376974,-0.340207163,-0.952347306,-1.166255695,-0.375099022,1.111624907,-0.586352076,0.344649925,0.869522753,-1.349848178,-0.675213826,-1.896356378,-0.557809513,-0.243869945,-1.207948071,1.123561986,0.581555906,2.16410088,0.676018753,-0.616889218,-2.172320956,-0.624616184,-1.070782263,-1.04706261,-1.659337684,0.904420648,1.939956994,-4.564461691,0.948141202,0.060673134,0.857433022,-0.451177438,0.430008578,0.451039264,-0.077349771,1.329229419,0.131903047,-0.13341572,1.658370666,0.413251752,0.623325934,1.773657106,0.180398781,0.031748673,-0.325340484,1.858840408,0.245042623,-0.578728668,-1.408795651,0.399123406,0.317125728,-1.757471121,1.339065009,-0.551201417,0.179054285,1.366009516,-0.176254598,0.090554673,0.909997206,0.11153653,-1.005001689,-0.761093123,0.135998128,-0.568692602,1.271261812,0.778493961,-2.912663869,-1.254843263,-1.45380571,0.588001116,1.522983592,0.618606938,0.719973767,0.361440375,-0.493009791,-1.517917317,1.036105475,0.637425,0.127085532,0.278091305,-1.775755475,-5.580923831,-1.347615687,-0.354507083,-0.391304483
VC1572 hypothetical protein  ,1.661915001,-0.437190634,-0.90732053,-1.07550704,-2.598458581,1.376741714,0.490014165,-0.063461617,0.033984177,-0.142594984,0.168856621,1.692607098,-0.328695687,-0.804678581,0.426561577,-1.300998795,1.324844341,-0.264320559,2.77338585,0.693696807,-0.046186574,1.931048139,-0.675303534,1.266121053,0.504296665,1.178519726,0.774827971,-0.730728154,-1.098145857,-0.838374904,-0.308716038,1.336394809,0.737715859,0.510823757,1.832298272,-1.45436228,-2.910936687,0.241442497,-0.719138058,-0.298601396,0.06416911,1.894836928,-1.19184579,1.049960364,-0.025121433,-0.228070321,-2.361593809,0.552556204,0.529973893,0.430788908,-0.33442735,-0.39411249,-0.954041717,0.106345348,-0.077670056,-2.093744417,0.764782719,1.292020738,-0.745077473,-1.629704345,-0.434430436,-0.197335126,0.931140857,0.530734413,-0.031010656,0.355907003,-0.420609194,-0.123762095,0.744480282,0.25372401,0.216813226,-0.017220424,0.793394581,-0.122330921,-0.661563159,0.04861682,1.190101618,-1.11470661,-2.491175611,0.811828142,0.241176872,-1.194629533,-1.398121626,-1.085333531,-0.542428145,0.391850943,-1.266963917,,0.542947683,-0.064287117,-0.625487684
"VC1573 fumarate hydratase, class II, aerobic fumC Energy metabolism",-0.124657014,-1.246945949,-1.248011242,1.098374628,-0.714180104,-0.070685767,0.652808411,1.004082483,-1.391120481,-0.566315353,-1.10491946,-0.587616229,-0.204212785,-0.462609695,-0.568385662,-0.332975888,0.470947524,-0.524010308,-0.333198386,-2.348103831,-0.487585542,-2.419226679,0.614442031,-1.746804865,0.957338558,0.474830439,1.387672982,-0.551307116,0.376064349,0.522478185,0.19759521,1.70779682,-0.34400512,0.062828105,-0.831302498,0.883672409,2.583091469,-1.855153777,-0.062226892,0.485661012,-0.258639651,0.853199056,-0.887723937,-0.516896036,-0.010329707,-0.226801614,0.870290785,0.706113903,-0.275020006,-0.354559363,1.089864435,0.600468382,-1.616337298,-1.053202793,-1.538696541,-2.840078798,1.62812574,-0.039532221,-0.654235872,-0.311794518,-0.48909817,0.57047277,-0.625309702,2.466674644,1.841077335,0.60807116,0.706258683,-0.29527222,0.609792248,-1.707653754,0.445645972,0.195329853,0.700765677,2.311106409,-2.262249254,0.750151432,-0.479011305,0.211401993,-0.356313735,-1.322309927,2.517699473,0.656140825,0.055949031,0.686957208,-0.059251046,-0.055807295,2.056996789,-0.214565703,1.845483121,-0.924964957,-0.710647201
VC1574 hypothetical protein  ,1.21719748,-0.806167698,0.4269391,0.34008076,1.565860606,-0.764655477,0.939473816,-0.629426044,0.951936167,-0.137161202,0.476506959,-0.324801963,2.061284883,1.424780084,1.097618274,0.568894839,-1.002584838,-0.491842735,-0.284316598,0.728153063,-0.873015554,-0.610565542,1.033668644,0.209681386,0.665979835,-1.362429637,0.081972438,-0.10918233,0.953319121,-0.668824771,-1.436725593,0.662724915,0.373537716,-0.431584415,-0.36880234,1.570268189,0.593271719,-0.399281492,-0.140132547,0.213878874,0.655026893,-0.293476785,-2.570920548,-1.078217988,1.691045699,-1.301080838,1.809833783,-0.043883735,-2.378019244,-1.629692958,-0.321675162,0.673074138,-0.983395542,0.65791866,0.425921045,-0.733249687,-0.515052992,-1.547503979,1.193510406,1.240206577,0.438255648,-0.768550736,1.588113464,1.492057283,0.299875038,0.712565993,0.231508746,-0.563734605,2.004866378,-1.035449959,1.114634982,0.140169693,-1.319738201,1.690539757,-1.277531539,0.100760977,-0.780947816,-0.044920675,0.435224348,0.804091309,1.025067379,0.15159649,0.7125142,-0.637532566,-0.282501953,0.634394004,-0.974302391,,-0.555338089,-0.540819006,0.093757699
VC1575 hypothetical protein  ,-13.62254937,-0.356988753,-0.278436318,-0.41036159,0.49056142,1.054857513,-0.154827497,-0.137416916,0.608393822,0.519646695,0.510436951,-0.408689517,0.710229539,-0.061596516,0.106359678,0.402886674,-0.688766959,-0.373421405,0.034349757,0.483955481,-0.097727219,0.821532568,0.913152827,-0.205019319,-0.608956575,-0.058854151,-0.547013088,0.508241738,-0.554502229,1.057231218,-0.76766296,-1.535978642,-0.710712327,0.018234855,-0.300578061,0.728004293,-2.753570162,-0.439180448,-0.496643381,-0.721378132,-0.174210442,0.360973585,0.755244172,0.508414696,-0.5276361,-0.109545469,0.244162349,-0.968047845,-0.302702198,-0.357040632,-1.051499571,1.583933794,-1.18033201,-1.059522445,-0.162794184,-0.565664267,-0.309662573,0.418537873,0.671761027,0.311557692,0.749724044,0.324812224,-0.77016483,0.285055931,1.287963447,1.154260352,0.861601704,0.840675409,0.962935661,0.797885259,-0.318345146,-0.916336807,0.158022206,0.201654987,0.753256837,0.529627327,0.014258279,-0.495522594,0.336056469,-0.92318536,1.657628952,0.808258713,0.082330163,-1.447481593,-1.266764814,-1.125364003,-1.124410135,,-0.372054081,0.332326475,1.143598152
VC1576 conserved hypothetical protein  Hypothetical proteins,0.592173249,-0.802180963,0.62535605,0.484165791,0.085332701,-1.60437588,-0.081247632,-1.269717298,0.079699892,0.776809009,-0.177303365,-0.434385767,0.234339826,1.722342397,-1.119702938,0.510105461,-0.76140495,-0.824303707,0.155370542,0.141194134,0.184682702,1.129368143,-0.927853756,0.180475354,0.402186028,-1.072381794,-0.297886249,-0.448764708,0.682781598,-0.056314924,-1.127872022,-0.401763916,-0.236386883,0.102989207,0.101039563,-0.501699748,-0.16577401,0.599247843,0.034051802,-0.614742376,-0.030217493,0.128449659,0.279546569,-0.092352114,-0.291542649,0.630762664,0.031693747,0.247320777,1.064681308,0.831954174,0.606926499,0.578135046,-0.640361305,-0.247711508,1.27021255,0.977261668,-1.330728997,-0.413161348,0.914014612,-0.167905498,-0.439016536,-0.534576051,0.847681752,-0.877260693,-1.249772445,-1.119089561,0.274827382,-0.472746018,0.127045845,-0.48901914,-0.241419618,0.355226045,-0.520702855,0.344112305,-0.246822447,-0.12442765,0.678247136,0.528308262,0.420366885,0.414663075,-0.605386927,0.081779034,-0.817714844,0.957756123,-1.102078935,0.60794621,-1.448763086,-0.109273888,-0.074557037,0.963471726,-1.404074435
